"Name","Gender","Department","Location","BonusRate","Salary","BonusAmount","TotalPaid","Rating"
"Stephan Bussel","Male","Research and Development","Kaduna",0.054,48290,2608,50898,"Good"
"Jannel Labb","Female","Research and Development","Kaduna",0.054,47910,2587,50497,"Good"
"Cyril Medford","Female","Research and Development","Abuja",0.054,85720,4629,90349,"Good"
"Ferrell Skepper","Female","Research and Development","Kaduna",0.054,30250,1634,31884,"Good"
"Rhiamon Mollison","Female","Research and Development","Abuja",0.054,59430,3209,62639,"Good"
"Abramo Labbez","Female","Research and Development","Lagos",0.054,77000,4158,81158,"Good"
"Genevra Friday","Female","Research and Development","Lagos",0.054,50450,2724,53174,"Good"
"Inger Chapelhow","Female","Research and Development","Lagos",0.054,84310,4553,88863,"Good"
"Murry Dryburgh","Male","Research and Development","Abuja",0.054,69070,3730,72800,"Good"
"Jolynn Lumbley","Male","Research and Development","Abuja",0.054,70020,3781,73801,"Good"
"Maritsa Marusic","Male","Research and Development","Abuja",0.054,52750,2848,55598,"Good"
"Shari McNee","Male","Research and Development","Lagos",0.054,75880,4098,79978,"Good"
"Naoma Cruse","Male","Research and Development","Kaduna",0.054,71540,3863,75403,"Good"
"Oates Dinan","Female","Research and Development","Lagos",0.054,104680,5653,110333,"Good"
"Bili Sizey","Male","Research and Development","Abuja",0.054,36040,1946,37986,"Good"
"Leena Bruckshaw","Male","Research and Development","Lagos",0.054,74280,4011,78291,"Good"
"Dayle O'Luney","Female","Research and Development","Lagos",0.054,46750,2524,49274,"Good"
"Murry Dryburgh","Male","Research and Development","Kaduna",0.054,69070,3730,72800,"Good"
"Laura Gomar","Female","Research and Development","Lagos",0.054,36860,1990,38850,"Good"
"Larry Pioch","Male","Research and Development","Abuja",0.054,49670,2682,52352,"Good"
"Issy McLevie","Male","Research and Development","Kaduna",0.054,84940,4587,89527,"Good"
"Addia Penwright","Male","Research and Development","Abuja",0.054,28130,1519,29649,"Good"
"Romona Dimmne","Female","Research and Development","Kaduna",0.054,48250,2606,50856,"Good"
"Shelbi Aldin","Female","Research and Development","Abuja",0.054,40910,2209,43119,"Good"
"Bert Yaakov","Male","Research and Development","Kaduna",0.054,72040,3890,75930,"Good"
"Ruby Cracie","Male","Research and Development","Kaduna",0.054,78710,4250,82960,"Good"
"Kerwin Blakely","Male","Research and Development","Lagos",0.054,68480,3698,72178,"Good"
"Axel Grigaut","Male","Sales","Abuja",0.012,110780,1329,112109,"Poor"
"Taddeo Jovis","Female","Sales","Abuja",0.012,98740,1185,99925,"Poor"
"Kaye Crocroft","Male","Sales","Lagos",0.012,52610,631,53241,"Poor"
"Durand Backhouse","Female","Sales","Kaduna",0.012,83400,1001,84401,"Poor"
"Corina Triner","Male","Sales","Kaduna",0.012,66100,793,66893,"Poor"
"Hoyt D'Alesco","Male","Sales","Abuja",0.012,53540,642,54182,"Poor"
"Caritta Searl","Male","Sales","Kaduna",0.012,54010,648,54658,"Poor"
"Cristal Demangeot","Female","Sales","Kaduna",0.012,72350,868,73218,"Poor"
"Louise Lamming","Female","Sales","Abuja",0.012,41930,503,42433,"Poor"
"Twila Roantree","Female","Sales","Lagos",0.012,96620,1159,97779,"Poor"
"Silva Monte","Male","Sales","Abuja",0.012,52810,634,53444,"Poor"
"Nonah Bissell","Male","Engineering","Kaduna",0.011,82240,905,83145,"Poor"
"Billie Croucher","Female","Engineering","Kaduna",0.011,75230,828,76058,"Poor"
"Barney Bonafant","Female","Engineering","Abuja",0.011,48060,529,48589,"Poor"
"Halimeda Kuscha","Female","Engineering","Abuja",0.011,112570,1238,113808,"Poor"
"Gare Mattiussi","Male","Engineering","Abuja",0.011,32500,358,32858,"Poor"
"Angeline Christophersen","Female","Engineering","Abuja",0.011,86940,956,87896,"Poor"
"Meara Darrington","Male","Engineering","Abuja",0.011,76190,838,77028,"Poor"
"Collen Dunbleton","Male","Engineering","Abuja",0.011,118980,1309,120289,"Poor"
"Dell Molloy","Male","Engineering","Abuja",0.011,47360,521,47881,"Poor"
"Abigael Basire","Male","Engineering","Lagos",0.011,61620,678,62298,"Poor"
"Jeane Blaszczak","Female","Engineering","Lagos",0.011,44300,487,44787,"Poor"
"Oran Buxcy","Female","Engineering","Lagos",0.011,56870,626,57496,"Poor"
"Adrianne Gave","Male","Engineering","Lagos",0.011,78440,863,79303,"Poor"
"Claudetta Petherick","Female","Legal","Abuja",0.019,54520,1036,55556,"Poor"
"Quintina Kilgannon","Female","Legal","Kaduna",0.019,86490,1643,88133,"Poor"
"Shana Bewly","Female","Legal","Abuja",0.019,105960,2013,107973,"Poor"
"Morten Dumphy","Male","Legal","Kaduna",0.019,111480,2118,113598,"Poor"
"Jessi Calterone","Male","Legal","Lagos",0.019,38520,732,39252,"Poor"
"Vere Kulic","Male","Legal","Abuja",0.019,66570,1265,67835,"Poor"
"Dino Wooderson","Male","Legal","Abuja",0.019,52120,990,53110,"Poor"
"Mora Innett","Female","Legal","Lagos",0.019,105610,2007,107617,"Poor"
"Westbrook Brandino","Male","Legal","Lagos",0.019,113620,2159,115779,"Poor"
"Ignacius Losel","Male","Legal","Kaduna",0.019,28480,541,29021,"Poor"
"Alvie Keming","Female","Legal","Kaduna",0.019,37840,719,38559,"Poor"
"Alikee Jecock","Female","Legal","Kaduna",0.019,85000,1615,86615,"Poor"
"Trey Jurges","Female","Legal","Kaduna",0.019,72360,1375,73735,"Poor"
"Gardy Grigorey","Female","Support","Kaduna",0.01,107090,1071,108161,"Poor"
"Marlie Charsley","Male","Support","Abuja",0.01,108450,1084,109534,"Poor"
"Michaeline Capehorn","Female","Support","Lagos",0.01,95340,953,96293,"Poor"
"Charline Husset","Male","Support","Abuja",0.01,94530,945,95475,"Poor"
"Gisela Wille","Male","Support","Lagos",0.01,58850,588,59438,"Poor"
"Caresa Christer","Male","Support","Lagos",0.01,59260,593,59853,"Poor"
"Dov Thoresby","Male","Support","Abuja",0.01,115490,1155,116645,"Poor"
"Gilda Richen","Female","Support","Abuja",0.01,71920,719,72639,"Poor"
"Kelly Corkitt","Female","Human Resources","Lagos",0.013,85260,1108,86368,"Poor"
"Kakalina Stanaway","Male","Human Resources","Kaduna",0.013,97020,1261,98281,"Poor"
"Erin Androsik","Male","Human Resources","Kaduna",0.013,48530,631,49161,"Poor"
"Cecilla Joselevitch","Female","Human Resources","Abuja",0.013,77840,1012,78852,"Poor"
"Baxter Brocks","Female","Human Resources","Abuja",0.013,39680,516,40196,"Poor"
"Brose MacCorkell","Female","Human Resources","Lagos",0.013,35940,467,36407,"Poor"
"Lea Chaplin","Female","Human Resources","Kaduna",0.013,73490,955,74445,"Poor"
"Alida Welman","Male","Human Resources","Lagos",0.013,69860,908,70768,"Poor"
"Mendel Gentsch","Male","Human Resources","Lagos",0.013,28330,368,28698,"Poor"
"Cordelia Djuricic","Female","Human Resources","Abuja",0.013,65350,850,66200,"Poor"
"Kelci Walkden","Male","Human Resources","Kaduna",0.013,57090,742,57832,"Poor"
"Jarad Barbrook","Female","Human Resources","Abuja",0.013,31200,406,31606,"Poor"
"Krysta Elacoate","Male","Human Resources","Abuja",0.013,106930,1390,108320,"Poor"
"Irvine Blenkin","Male","Human Resources","Abuja",0.013,79590,1035,80625,"Poor"
"Layton Kierans","Male","Human Resources","Kaduna",0.013,113790,1479,115269,"Poor"
"Katya Hundy","Male","Business Development","Kaduna",0.018,88510,1593,90103,"Poor"
"Codi Beck","Female","Business Development","Lagos",0.018,40560,730,41290,"Poor"
"Norrie Grahl","Male","Business Development","Abuja",0.018,42950,773,43723,"Poor"
"Adolph McNalley","Male","Business Development","Abuja",0.018,85920,1547,87467,"Poor"
"Lorain Tew","Female","Business Development","Lagos",0.018,71590,1289,72879,"Poor"
"Lissy McCoy","Female","Business Development","Abuja",0.018,86230,1552,87782,"Poor"
"Amii Elms","Female","Business Development","Kaduna",0.018,53920,971,54891,"Poor"
"Sharl Bendson","Female","Business Development","Abuja",0.018,33630,605,34235,"Poor"
"Rogers Rosenthaler","Female","Business Development","Lagos",0.018,91190,1641,92831,"Poor"
"Van Tuxwell","Female","Business Development","Abuja",0.018,80700,1453,82153,"Poor"
"Sarajane Scourge","Female","Business Development","Abuja",0.018,58830,1059,59889,"Poor"
"Trix Lutsch","Male","Business Development","Abuja",0.018,106400,1915,108315,"Poor"
"Christoph Stretton","Female","Business Development","Abuja",0.018,90240,1624,91864,"Poor"
"Wendel Malletratt","Male","Business Development","Kaduna",0.018,67660,1218,68878,"Poor"
"Gwenore Scotchmer","Female","Business Development","Kaduna",0.018,105290,1895,107185,"Poor"
"Bari Toffano","Male","Product Management","Kaduna",0.01,106780,1068,107848,"Poor"
"Corny Linturn","Female","Product Management","Kaduna",0.01,47960,480,48440,"Poor"
"Melva Jickells","Female","Product Management","Lagos",0.01,68800,688,69488,"Poor"
"Bogey Hitcham","Male","Product Management","Lagos",0.01,106170,1062,107232,"Poor"
"Adolph Hartin","Male","Product Management","Lagos",0.01,89960,900,90860,"Poor"
"Addi Studdeard","Female","Product Management","Abuja",0.01,72500,725,73225,"Poor"
"Mabel Orrow","Male","Product Management","Abuja",0.01,31240,312,31552,"Poor"
"Lezlie Balmann","Male","Product Management","Kaduna",0.01,112460,1125,113585,"Poor"
"Ansley Gounel","Female","Product Management","Abuja",0.01,38440,384,38824,"Poor"
"Althea Bronger","Male","Product Management","Kaduna",0.01,104340,1043,105383,"Poor"
"Denni Wiggans","Male","Product Management","Lagos",0.01,81220,812,82032,"Poor"
"Tarrah Wordsworth","Female","Product Management","Abuja",0.01,86340,863,87203,"Poor"
"Addi Studdeard","Female","Product Management","Lagos",0.01,72500,725,73225,"Poor"
"Sharity Brands","Male","Product Management","Abuja",0.01,104080,1041,105121,"Poor"
"Eilis Pavlasek","Male","Product Management","Kaduna",0.01,115190,1152,116342,"Poor"
"Ancell Moretto","Female","Product Management","Abuja",0.01,96920,969,97889,"Poor"
"Sammy Gantlett","Female","Product Management","Lagos",0.01,74800,748,75548,"Poor"
"Sibyl Dunkirk","Female","Product Management","Kaduna",0.01,86570,866,87436,"Poor"
"Lindy Guillet","Male","Training","Abuja",0.019,112780,2143,114923,"Poor"
"Georg Dinnage","Male","Training","Kaduna",0.019,88330,1678,90008,"Poor"
"Diarmid Alman","Female","Training","Abuja",0.019,98200,1866,100066,"Poor"
"Thekla Lynnett","Male","Training","Lagos",0.019,53950,1025,54975,"Poor"
"Virge Garfield","Male","Training","Abuja",0.019,110890,2107,112997,"Poor"
"Dael Bugge","Male","Training","Lagos",0.019,62690,1191,63881,"Poor"
"Mick Titman","Male","Training","Lagos",0.019,105330,2001,107331,"Poor"
"Miguel Woolner","Male","Training","Kaduna",0.019,51740,983,52723,"Poor"
"Krystal Lambswood","Female","Training","Kaduna",0.019,41600,790,42390,"Poor"
"Jacklyn Andrioletti","Female","Training","Abuja",0.019,86990,1653,88643,"Poor"
"Rey Chartman","Female","Training","Kaduna",0.019,93960,1785,95745,"Poor"
"Freddy Linford","Female","Training","Kaduna",0.019,93130,1769,94899,"Poor"
"Shellysheldon Mahady","Male","Training","Lagos",0.019,114690,2179,116869,"Poor"
"Christopher Kezourec","Male","Training","Kaduna",0.019,55310,1051,56361,"Poor"
"Michaella Perri","Male","Training","Lagos",0.019,75320,1431,76751,"Poor"
"Mackenzie Hannis","Female","Training","Abuja",0.019,57000,1083,58083,"Poor"
"Murry Dryburgh","Male","Research and Development","Kaduna",0.02,69070,1381,70451,"Poor"
"Laura Gomar","Female","Research and Development","Lagos",0.02,36860,737,37597,"Poor"
"Larry Pioch","Male","Research and Development","Abuja",0.02,49670,993,50663,"Poor"
"Issy McLevie","Male","Research and Development","Kaduna",0.02,84940,1699,86639,"Poor"
"Addia Penwright","Male","Research and Development","Abuja",0.02,28130,563,28693,"Poor"
"Romona Dimmne","Female","Research and Development","Kaduna",0.02,48250,965,49215,"Poor"
"Shelbi Aldin","Female","Research and Development","Abuja",0.02,40910,818,41728,"Poor"
"Bert Yaakov","Male","Research and Development","Kaduna",0.02,72040,1441,73481,"Poor"
"Ruby Cracie","Male","Research and Development","Kaduna",0.02,78710,1574,80284,"Poor"
"Kerwin Blakely","Male","Research and Development","Lagos",0.02,68480,1370,69850,"Poor"
"Jeane Bermingham","Male","Research and Development","Kaduna",0.02,116980,2340,119320,"Poor"
"Stormy Church","Male","Research and Development","Lagos",0.02,29880,598,30478,"Poor"
"Amaleta Baltzar","Male","Research and Development","Lagos",0.02,70080,1402,71482,"Poor"
"Calvin O'Carroll","Female","Research and Development","Kaduna",0.02,44450,889,45339,"Poor"
"Shea Mix","Male","Research and Development","Lagos",0.02,82680,1654,84334,"Poor"
"Benni Simounet","Male","Research and Development","Lagos",0.02,115790,2316,118106,"Poor"
"Eberto William","Female","Research and Development","Abuja",0.02,57750,1155,58905,"Poor"
"Larry Pioch","Male","Research and Development","Abuja",0.02,49670,993,50663,"Poor"
"Fedora Graffin","Male","Research and Development","Lagos",0.02,92500,1850,94350,"Poor"
"Vassili Flay","Male","Research and Development","Abuja",0.02,108970,2179,111149,"Poor"
"Aloisia Minto","Male","Research and Development","Abuja",0.02,41420,828,42248,"Poor"
"Ede Mignot","Female","Research and Development","Kaduna",0.02,98640,1973,100613,"Poor"
"Mick Tanguy","Female","Research and Development","Lagos",0.02,97400,1948,99348,"Poor"
"Berny Bastide","Male","Research and Development","Kaduna",0.02,56710,1134,57844,"Poor"
"Augusta Cheetham","Male","Research and Development","Abuja",0.02,105470,2109,107579,"Poor"
"Janina Wolverson","Female","Research and Development","Kaduna",0.02,99680,1994,101674,"Poor"
"Cecilio Sprankling","Male","Research and Development","Abuja",0.02,109710,2194,111904,"Poor"
"Latisha Jolly","Female","Research and Development","Lagos",0.02,58400,1168,59568,"Poor"
"Debera Gow","Female","Research and Development","Lagos",0.02,39700,794,40494,"Poor"
"Jessika Jaycocks","Female","Research and Development","Lagos",0.02,67980,1360,69340,"Poor"
"Myer McCory","Male","Research and Development","Kaduna",0.02,69710,1394,71104,"Poor"
"Maritsa Marusic","Male","Research and Development","Kaduna",0.02,52750,1055,53805,"Poor"
"Rhiamon Mollison","Female","Research and Development","Lagos",0.02,59430,1189,60619,"Poor"
"Matias Cormack","Male","Research and Development","Kaduna",0.02,85460,1709,87169,"Poor"
"Merrilee Plenty","Female","Research and Development","Abuja",0.02,87620,1752,89372,"Poor"
"Ernestus O'Hengerty","Female","Research and Development","Abuja",0.02,31020,620,31640,"Poor"
"Stephan Bussel","Male","Research and Development","Kaduna",0.02,48290,966,49256,"Poor"
"Jannel Labb","Female","Research and Development","Kaduna",0.02,47910,958,48868,"Poor"
"Edgard Irving","Male","Research and Development","Kaduna",0.02,87290,1746,89036,"Poor"
"Cyril Medford","Female","Research and Development","Abuja",0.02,85720,1714,87434,"Poor"
"Ferrell Skepper","Female","Research and Development","Kaduna",0.02,30250,605,30855,"Poor"
"Kit Battlestone","Female","Research and Development","Abuja",0.02,115980,2320,118300,"Poor"
"Rhiamon Mollison","Female","Research and Development","Abuja",0.02,59430,1189,60619,"Poor"
"Dayle O'Luney","Female","Research and Development","Abuja",0.02,46750,935,47685,"Poor"
"Abramo Labbez","Female","Research and Development","Lagos",0.02,77000,1540,78540,"Poor"
"Genevra Friday","Female","Research and Development","Lagos",0.02,50450,1009,51459,"Poor"
"Inger Chapelhow","Female","Research and Development","Lagos",0.02,84310,1686,85996,"Poor"
"Murry Dryburgh","Male","Research and Development","Abuja",0.02,69070,1381,70451,"Poor"
"Jolynn Lumbley","Male","Research and Development","Abuja",0.02,70020,1400,71420,"Poor"
"Maritsa Marusic","Male","Research and Development","Abuja",0.02,52750,1055,53805,"Poor"
"Giffer Berlin","Female","Research and Development","Kaduna",0.02,92340,1847,94187,"Poor"
"Rose Shurrocks","Female","Research and Development","Kaduna",0.02,32140,643,32783,"Poor"
"Shari McNee","Male","Research and Development","Lagos",0.02,75880,1518,77398,"Poor"
"Lonny Caen","Female","Research and Development","Lagos",0.02,35980,720,36700,"Poor"
"Naoma Cruse","Male","Research and Development","Kaduna",0.02,71540,1431,72971,"Poor"
"Oates Dinan","Female","Research and Development","Lagos",0.02,104680,2094,106774,"Poor"
"Bili Sizey","Male","Research and Development","Abuja",0.02,36040,721,36761,"Poor"
"Leena Bruckshaw","Male","Research and Development","Lagos",0.02,74280,1486,75766,"Poor"
"Inger Chapelhow","Female","Research and Development","Abuja",0.02,84310,1686,85996,"Poor"
"Dayle O'Luney","Female","Research and Development","Lagos",0.02,46750,935,47685,"Poor"
"Trace Sidsaff","Female","Accounting","Kaduna",0.012,51200,614,51814,"Poor"
"Charmaine Howie","Male","Accounting","Kaduna",0.012,56810,682,57492,"Poor"
"Rois Garrigan","Male","Accounting","Kaduna",0.012,61430,737,62167,"Poor"
"Patricia Dwelly","Male","Accounting","Lagos",0.012,91500,1098,92598,"Poor"
"Kissiah Maydway","Male","Accounting","Lagos",0.012,106460,1278,107738,"Poor"
"Ryon Baroch","Male","Accounting","Abuja",0.012,43590,523,44113,"Poor"
"Loren Bentote","Male","Accounting","Kaduna",0.012,56280,675,56955,"Poor"
"Caty Janas","Male","Accounting","Lagos",0.012,93210,1119,94329,"Poor"
"Mata Fishley","Male","Accounting","Abuja",0.012,102520,1230,103750,"Poor"
"Irwin Kirsche","Female","Accounting","Kaduna",0.012,36150,434,36584,"Poor"
"Dane Wudeland","Female","Accounting","Kaduna",0.012,80030,960,80990,"Poor"
"Codie Gaunson","Male","Accounting","Abuja",0.012,83590,1003,84593,"Poor"
"Edd MacKnockiter","Male","Accounting","Lagos",0.012,119020,1428,120448,"Poor"
"Ruthanne Beadnell","Female","Accounting","Kaduna",0.012,103610,1243,104853,"Poor"
"Grover Cooksey","Male","Services","Kaduna",0.015,74620,1119,75739,"Poor"
"Fred Dudeney","Male","Services","Lagos",0.015,88690,1330,90020,"Poor"
"Jolynn Behnecken","Female","Services","Kaduna",0.015,85180,1278,86458,"Poor"
"Giselbert Newlands","Male","Services","Abuja",0.015,47650,715,48365,"Poor"
"Hilliary Roarty","Male","Services","Kaduna",0.015,104770,1572,106342,"Poor"
"Lamar Blewitt","Male","Services","Lagos",0.015,41910,629,42539,"Poor"
"Burtie Moulden","Female","Services","Lagos",0.015,116220,1743,117963,"Poor"
"Petey Probey","Male","Services","Kaduna",0.015,31630,474,32104,"Poor"
"Collin Jagson","Male","Services","Abuja",0.015,100420,1506,101926,"Poor"
"Clemmie Hebblewaite","Male","Services","Kaduna",0.015,54130,812,54942,"Poor"
"Karlen McCaffrey","Female","Services","Kaduna",0.015,71230,1068,72298,"Poor"
"Jacobo Lasham","Female","Services","Kaduna",0.015,51320,770,52090,"Poor"
"Inge Creer","Female","Services","Lagos",0.015,69060,1036,70096,"Poor"
"Berna Dubery","Male","Services","Kaduna",0.015,69730,1046,70776,"Poor"
"Chas Happel","Female","Services","Kaduna",0.015,30940,464,31404,"Poor"
"Cindi McDuffy","Female","Services","Abuja",0.015,87930,1319,89249,"Poor"
"Katey Cadany","Male","Services","Abuja",0.015,92010,1380,93390,"Poor"
"Zach Polon","Male","Marketing","Kaduna",0.013,53540,696,54236,"Poor"
"Daryn Kniveton","Female","Marketing","Lagos",0.013,108390,1409,109799,"Poor"
"Kienan Epinay","Male","Marketing","Kaduna",0.013,91120,1185,92305,"Poor"
"Thedrick Rogeon","Male","Marketing","Kaduna",0.013,110950,1442,112392,"Poor"
"Lark Ironmonger","Male","Marketing","Abuja",0.013,85780,1115,86895,"Poor"
"Joey Keedwell","Female","Marketing","Kaduna",0.013,107440,1397,108837,"Poor"
"Julian Andrassy","Female","Marketing","Lagos",0.013,113980,1482,115462,"Poor"
"Sarajane Peachey","Female","Marketing","Abuja",0.013,107580,1399,108979,"Poor"
"Barny Fairweather","Male","Marketing","Lagos",0.013,77130,1003,78133,"Poor"
"Nanice Boatwright","Male","Marketing","Abuja",0.013,105870,1376,107246,"Poor"
"Esmaria Denecamp","Male","Marketing","Kaduna",0.013,48980,637,49617,"Poor"
"Irena Trousdell","Female","Marketing","Kaduna",0.013,29530,384,29914,"Poor"
"Kath Bletsoe","Male","Marketing","Abuja",0.013,65700,854,66554,"Poor"
"Orlando Gorstidge","Male","Marketing","Lagos",0.013,40750,530,41280,"Poor"
"Adi Seawright","Female","Marketing","Kaduna",0.013,48590,632,49222,"Poor"
"Ches Bonnell","Male","Sales","Lagos",0.088,88050,7748,95798,"Very Good"
"Myrle Prandoni","Male","Sales","Kaduna",0.088,62200,5474,67674,"Very Good"
"Marjie Bamford","Male","Sales","Abuja",0.088,80770,7108,87878,"Very Good"
"Seward Kubera","Male","Engineering","Abuja",0.061,43330,2643,45973,"Very Good"
"Frederik Dartan","Male","Engineering","Abuja",0.061,62090,3787,65877,"Very Good"
"Barnaby Farnall","Male","Engineering","Kaduna",0.061,118800,7247,126047,"Very Good"
"Ali Roubert","Male","Engineering","Abuja",0.061,69460,4237,73697,"Very Good"
"Kikelia Ellor","Male","Engineering","Kaduna",0.061,34620,2112,36732,"Very Good"
"Alexis Gotfrey","Male","Engineering","Lagos",0.061,114470,6983,121453,"Very Good"
"Fidela Dowey","Female","Engineering","Lagos",0.061,86740,5291,92031,"Very Good"
"Cletus McGarahan","Female","Engineering","Kaduna",0.061,114430,6980,121410,"Very Good"
"Reinald Franken","Female","Engineering","Abuja",0.061,28870,1761,30631,"Very Good"
"Isidora Guido","Male","Engineering","Abuja",0.061,43150,2632,45782,"Very Good"
"Saunders Blumson","Male","Legal","Kaduna",0.064,56370,3608,59978,"Very Good"
"Rasla Fisby","Male","Legal","Abuja",0.064,109000,6976,115976,"Very Good"
"Yasmeen Klimkiewich","Female","Legal","Abuja",0.064,48140,3081,51221,"Very Good"
"Amery Ofer","Female","Legal","Abuja",0.064,111050,7107,118157,"Very Good"
"Beryl Burnsyde","Male","Legal","Abuja",0.064,29770,1905,31675,"Very Good"
"Gabie Millichip","Male","Legal","Abuja",0.064,49760,3185,52945,"Very Good"
"Dolley Grayley","Female","Legal","Abuja",0.064,48980,3135,52115,"Very Good"
"Arty Duigan","Male","Legal","Abuja",0.064,108600,6950,115550,"Very Good"
"Alyosha Riquet","Male","Legal","Abuja",0.064,89840,5750,95590,"Very Good"
"Adelina Cheeseman","Male","Support","Kaduna",0.076,45510,3459,48969,"Very Good"
"Ambrosio Daniely","Female","Support","Kaduna",0.076,80060,6085,86145,"Very Good"
"Daven Smout","Female","Support","Abuja",0.076,50800,3861,54661,"Very Good"
"Hector Isard","Male","Support","Abuja",0.076,116970,8890,125860,"Very Good"
"Barbara-anne Kenchington","Female","Support","Kaduna",0.076,88030,6690,94720,"Very Good"
"Jedd Moretto","Male","Support","Kaduna",0.076,63720,4843,68563,"Very Good"
"Madlen Ashburner","Male","Support","Abuja",0.076,42240,3210,45450,"Very Good"
"Win Arthurs","Female","Support","Abuja",0.076,43200,3283,46483,"Very Good"
"Wald Bountiff","Female","Support","Lagos",0.076,28970,2202,31172,"Very Good"
"Ianthe Sayre","Male","Support","Abuja",0.076,110730,8415,119145,"Very Good"
"Beverie Moffet","Female","Support","Abuja",0.076,75970,5774,81744,"Very Good"
"Pancho De Ortega","Male","Support","Kaduna",0.076,99780,7583,107363,"Very Good"
"Lincoln Cord","Female","Support","Abuja",0.076,63560,4831,68391,"Very Good"
"Chauncey Schild","Female","Support","Lagos",0.076,107340,8158,115498,"Very Good"
"Alfred Peplay","Female","Human Resources","Lagos",0.076,60580,4604,65184,"Very Good"
"Phillipp Nekrews","Male","Human Resources","Kaduna",0.076,71330,5421,76751,"Very Good"
"Gearard Wixon","Male","Human Resources","Abuja",0.076,106190,8070,114260,"Very Good"
"Hali Behnecke","Male","Human Resources","Kaduna",0.076,65570,4983,70553,"Very Good"
"Erin Androsik","Male","Human Resources","Lagos",0.076,48530,3688,52218,"Very Good"
"Virginia McConville","Female","Human Resources","Abuja",0.076,76900,5844,82744,"Very Good"
"Timmi Durran","Male","Human Resources","Abuja",0.076,68430,5201,73631,"Very Good"
"Bennett Gimenez","Female","Human Resources","Abuja",0.076,36460,2771,39231,"Very Good"
"Minetta Parsons","Female","Human Resources","Abuja",0.076,110770,8419,119189,"Very Good"
"Adella Hartshorne","Female","Human Resources","Abuja",0.076,41160,3128,44288,"Very Good"
"Collette Blackaller","Female","Human Resources","Kaduna",0.076,42380,3221,45601,"Very Good"
"Aindrea Lenormand","Female","Human Resources","Abuja",0.076,71180,5410,76590,"Very Good"
"Tatum Hush","Female","Human Resources","Abuja",0.076,53240,4046,57286,"Very Good"
"Mickey Pybus","Male","Human Resources","Kaduna",0.076,87850,6677,94527,"Very Good"
"Judi Cosgriff","Female","Human Resources","Abuja",0.076,86390,6566,92956,"Very Good"
"Farris Ditchfield","Male","Human Resources","Kaduna",0.076,58030,4410,62440,"Very Good"
"Anni Izzard","Male","Human Resources","Abuja",0.076,103490,7865,111355,"Very Good"
"Yvette Bett","Male","Human Resources","Lagos",0.076,76320,5800,82120,"Very Good"
"Evanne Levens","Male","Human Resources","Kaduna",0.076,36880,2803,39683,"Very Good"
"Marcellina Kitt","Female","Business Development","Kaduna",0.073,78500,5730,84230,"Very Good"
"Garwood Penhale","Female","Business Development","Kaduna",0.073,96640,7055,103695,"Very Good"
"Evangelia Gowers","Male","Business Development","Kaduna",0.073,118450,8647,127097,"Very Good"
"Kincaid Hellicar","Male","Business Development","Kaduna",0.073,96610,7053,103663,"Very Good"
"Shayne Stegel","Male","Business Development","Abuja",0.073,70270,5130,75400,"Very Good"
"Juanita Trembey","Male","Business Development","Kaduna",0.073,54780,3999,58779,"Very Good"
"Candy Aindrais","Female","Business Development","Lagos",0.073,116590,8511,125101,"Very Good"
"Abbie Tann","Female","Business Development","Lagos",0.073,116520,8506,125026,"Very Good"
"Meryl Waggatt","Female","Business Development","Kaduna",0.073,77060,5625,82685,"Very Good"
"Carlin Demke","Male","Business Development","Lagos",0.073,110040,8033,118073,"Very Good"
"Susy Challoner","Female","Business Development","Kaduna",0.073,29890,2182,32072,"Very Good"
"Tammi Lackham","Female","Business Development","Abuja",0.073,61690,4503,66193,"Very Good"
"Van Tuxwell","Female","Business Development","Abuja",0.073,80700,5891,86591,"Very Good"
"Murial Ickovici","Female","Business Development","Kaduna",0.073,72500,5292,77792,"Very Good"
"Thorvald Milliken","Female","Business Development","Lagos",0.073,33030,2411,35441,"Very Good"
"Pierson Measham","Male","Business Development","Kaduna",0.073,103160,7531,110691,"Very Good"
"Wyn Treadger","Female","Business Development","Kaduna",0.073,69190,5051,74241,"Very Good"
"Lil Ibberson","Male","Business Development","Kaduna",0.073,75920,5542,81462,"Very Good"
"Ardella Dyment","Female","Business Development","Kaduna",0.073,70650,5157,75807,"Very Good"
"Brodie Grimstead","Male","Business Development","Kaduna",0.073,117850,8603,126453,"Very Good"
"Leslie Cardoso","Female","Business Development","Abuja",0.073,103340,7544,110884,"Very Good"
"Sheff Gerdts","Male","Business Development","Lagos",0.073,89160,6509,95669,"Very Good"
"Gunar Cockshoot","Male","Business Development","Abuja",0.073,48950,3573,52523,"Very Good"
"Vic Radolf","Female","Product Management","Abuja",0.062,62780,3892,66672,"Very Good"
"Issie Crippes","Female","Product Management","Abuja",0.062,81720,5067,86787,"Very Good"
"Euell Willoughley","Male","Product Management","Kaduna",0.062,105800,6560,112360,"Very Good"
"Richy Gray","Female","Product Management","Kaduna",0.062,89830,5569,95399,"Very Good"
"Ava Whordley","Female","Product Management","Abuja",0.062,104210,6461,110671,"Very Good"
"Jordain Sparkwill","Female","Product Management","Abuja",0.062,107660,6675,114335,"Very Good"
"Camille Baldinotti","Female","Product Management","Lagos",0.062,41700,2585,44285,"Very Good"
"Von Boeter","Male","Product Management","Lagos",0.062,36370,2255,38625,"Very Good"
"Vlad Strangeway","Male","Product Management","Abuja",0.062,77740,4820,82560,"Very Good"
