Name,Gender,Department,Location,BonusRate,Salary,BonusAmount,TotalPaid,Rating
Joli Jodrelle,Male,Services,Kaduna,0.053,"$77,100.","$4,086.","$81,186.",Good
Mathian MacMeeking,Female,Services,Kaduna,0.053,"$45,060.","$2,388.","$47,448.",Good
Mick Spraberry,Female,Services,Abuja,0.053,"$85,880.","$4,552.","$90,432.",Good
Gayla Blackadder,Female,Services,Lagos,0.053,"$109,170.","$5,786.","$114,956.",Good
Danica Nayshe,Female,Services,Kaduna,0.053,"$89,690.","$4,754.","$94,444.",Good
Aurelia Stanners,Female,Services,Lagos,0.053,"$98,630.","$5,227.","$103,857.",Good
Marni Jull,Female,Services,Abuja,0.053,"$84,200.","$4,463.","$88,663.",Good
Aile Strathearn,Female,Marketing,Lagos,0.058,"$114,600.","$6,647.","$121,247.",Good
Jakob Philippe,Male,Marketing,Kaduna,0.058,"$51,910.","$3,011.","$54,921.",Good
Cara Havers,Male,Marketing,Lagos,0.058,"$89,610.","$5,197.","$94,807.",Good
Delora Arendt,Female,Marketing,Abuja,0.058,"$67,620.","$3,922.","$71,542.",Good
Mariann Mowat,Male,Marketing,Kaduna,0.058,"$32,620.","$1,892.","$34,512.",Good
Jan Morforth,Male,Marketing,Abuja,0.058,"$48,170.","$2,794.","$50,964.",Good
Beatriz Bateson,Male,Marketing,Kaduna,0.058,"$89,090.","$5,167.","$94,257.",Good
North Bertomeu,Female,Marketing,Abuja,0.058,"$104,900.","$6,084.","$110,984.",Good
Rudyard Tomsa,Female,Marketing,Kaduna,0.058,"$43,900.","$2,546.","$46,446.",Good
Reube Sushams,Male,Marketing,Kaduna,0.058,"$90,130.","$5,228.","$95,358.",Good
Tabbatha Pickston,Male,Marketing,Abuja,0.058,"$72,040.","$4,178.","$76,218.",Good
Xavier Filipic,Female,Marketing,Kaduna,0.058,"$31,050.","$1,801.","$32,851.",Good
Packston Joanic,Male,Marketing,Kaduna,0.058,"$51,860.","$3,008.","$54,868.",Good
Conchita Soden,Male,Marketing,Abuja,0.058,"$74,410.","$4,316.","$78,726.",Good
Reggie Taylerson,Male,Marketing,Lagos,0.058,"$87,610.","$5,081.","$92,691.",Good
Carolyn Attack,Female,Marketing,Lagos,0.058,"$70,760.","$4,104.","$74,864.",Good
Oliy Feeney,Female,Marketing,Lagos,0.058,"$42,970.","$2,492.","$45,462.",Good
Caro Hainsworth,Male,Marketing,Kaduna,0.058,"$77,470.","$4,493.","$81,963.",Good
Chrisy Kyme,Female,Marketing,Lagos,0.058,"$99,200.","$5,754.","$104,954.",Good
Cara Havers,Male,Marketing,Kaduna,0.058,"$89,610.","$5,197.","$94,807.",Good
Jessica Callcott,Female,Marketing,Lagos,0.058,"$66,020.","$3,829.","$69,849.",Good
Cleveland Pottiphar,Female,Marketing,Lagos,0.058,"$74,600.","$4,327.","$78,927.",Good
Maisie Shotboulte,Female,Marketing,Abuja,0.058,"$71,210.","$4,130.","$75,340.",Good
Ronnie Sinyard,Female,Legal,Abuja,0.054,"$101,760.","$5,495.","$107,255.",Good
Obidiah Westrope,Male,Legal,Kaduna,0.054,"$108,460.","$5,857.","$114,317.",Good
Ignacius Losel,Male,Legal,Kaduna,0.054,"$28,480.","$1,538.","$30,018.",Good
Shela Goade,Male,Legal,Kaduna,0.054,"$93,930.","$5,072.","$99,002.",Good
Beryl Burnsyde,Male,Legal,Lagos,0.054,"$29,770.","$1,608.","$31,378.",Good
Egor Minto,Male,Legal,Abuja,0.054,"$63,450.","$3,426.","$66,876.",Good
Brendan Edgeller,Female,Legal,Abuja,0.054,"$31,040.","$1,676.","$32,716.",Good
Clo Jimpson,Male,Legal,Abuja,0.054,"$57,620.","$3,111.","$60,731.",Good
Purcell Le Pine,Male,Legal,Kaduna,0.054,"$101,220.","$5,466.","$106,686.",Good
Alysa Wankling,Male,Legal,Lagos,0.054,"$106,460.","$5,749.","$112,209.",Good
Marga Lorenzo,Female,Legal,Abuja,0.054,"$89,360.","$4,825.","$94,185.",Good
William Coveny,Male,Legal,Abuja,0.054,"$66,140.","$3,572.","$69,712.",Good
Timmi Durran,Male,Human Resources,Abuja,0.054,"$68,430.","$3,695.","$72,125.",Good
Bennett Gimenez,Female,Human Resources,Abuja,0.054,"$36,460.","$1,969.","$38,429.",Good
Minetta Parsons,Female,Human Resources,Abuja,0.054,"$110,770.","$5,982.","$116,752.",Good
Adella Hartshorne,Female,Human Resources,Abuja,0.054,"$41,160.","$2,223.","$43,383.",Good
Collette Blackaller,Female,Human Resources,Kaduna,0.054,"$42,380.","$2,289.","$44,669.",Good
Aindrea Lenormand,Female,Human Resources,Abuja,0.054,"$71,180.","$3,844.","$75,024.",Good
Tatum Hush,Female,Human Resources,Abuja,0.054,"$53,240.","$2,875.","$56,115.",Good
Mickey Pybus,Male,Human Resources,Kaduna,0.054,"$87,850.","$4,744.","$92,594.",Good
Judi Cosgriff,Female,Human Resources,Abuja,0.054,"$86,390.","$4,665.","$91,055.",Good
Farris Ditchfield,Male,Human Resources,Kaduna,0.054,"$58,030.","$3,134.","$61,164.",Good
Anni Izzard,Male,Human Resources,Abuja,0.054,"$103,490.","$5,588.","$109,078.",Good
Yvette Bett,Male,Human Resources,Lagos,0.054,"$76,320.","$4,121.","$80,441.",Good
Evanne Levens,Male,Human Resources,Kaduna,0.054,"$36,880.","$1,992.","$38,872.",Good
Alfred Peplay,Female,Human Resources,Lagos,0.054,"$60,580.","$3,271.","$63,851.",Good
Phillipp Nekrews,Male,Human Resources,Kaduna,0.054,"$71,330.","$3,852.","$75,182.",Good
Gearard Wixon,Male,Human Resources,Abuja,0.054,"$106,190.","$5,734.","$111,924.",Good
Hali Behnecke,Male,Human Resources,Kaduna,0.054,"$65,570.","$3,541.","$69,111.",Good
Erin Androsik,Male,Human Resources,Lagos,0.054,"$48,530.","$2,621.","$51,151.",Good
Virginia McConville,Female,Human Resources,Abuja,0.054,"$76,900.","$4,153.","$81,053.",Good
Larry Pioch,Male,Research and Development,Abuja,0.054,"$49,670.","$2,682.","$52,352.",Good
Fedora Graffin,Male,Research and Development,Lagos,0.054,"$92,500.","$4,995.","$97,495.",Good
Aloisia Minto,Male,Research and Development,Abuja,0.054,"$41,420.","$2,237.","$43,657.",Good
Ede Mignot,Female,Research and Development,Kaduna,0.054,"$98,640.","$5,327.","$103,967.",Good
Mick Tanguy,Female,Research and Development,Lagos,0.054,"$97,400.","$5,260.","$102,660.",Good
Janina Wolverson,Female,Research and Development,Kaduna,0.054,"$99,680.","$5,383.","$105,063.",Good
Merrilee Plenty,Female,Research and Development,Abuja,0.054,"$87,620.","$4,731.","$92,351.",Good
Edgard Irving,Male,Research and Development,Kaduna,0.054,"$87,290.","$4,714.","$92,004.",Good
Kit Battlestone,Female,Research and Development,Abuja,0.054,"$115,980.","$6,263.","$122,243.",Good
Dayle O'Luney,Female,Research and Development,Abuja,0.054,"$46,750.","$2,524.","$49,274.",Good
Giffer Berlin,Female,Research and Development,Kaduna,0.054,"$92,340.","$4,986.","$97,326.",Good
Rose Shurrocks,Female,Research and Development,Kaduna,0.054,"$32,140.","$1,736.","$33,876.",Good
Lonny Caen,Female,Research and Development,Lagos,0.054,"$35,980.","$1,943.","$37,923.",Good
Inger Chapelhow,Female,Research and Development,Abuja,0.054,"$84,310.","$4,553.","$88,863.",Good
Calvin O'Carroll,Female,Research and Development,Abuja,0.054,"$44,450.","$2,400.","$46,850.",Good
Shanon Deverell,Female,Research and Development,Lagos,0.054,"$78,180.","$4,222.","$82,402.",Good
Ashien Gallen,Female,Research and Development,Abuja,0.054,"$115,080.","$6,214.","$121,294.",Good
Gino Groome,Female,Research and Development,Lagos,0.054,"$60,440.","$3,264.","$63,704.",Good
Lonny Caen,Female,Research and Development,Lagos,0.054,"$35,980.","$1,943.","$37,923.",Good
Merrilee Plenty,Female,Research and Development,Abuja,0.054,"$87,620.","$4,731.","$92,351.",Good
Archibald Filliskirk,Male,Research and Development,Abuja,0.054,"$40,400.","$2,182.","$42,582.",Good
Kaine Padly,Male,Research and Development,Abuja,0.054,"$107,700.","$5,816.","$113,516.",Good
Brien Boise,Female,Research and Development,Kaduna,0.054,"$58,100.","$3,137.","$61,237.",Good
Eberto William,Female,Research and Development,Abuja,0.054,"$57,750.","$3,118.","$60,868.",Good
Vassili Flay,Male,Research and Development,Abuja,0.054,"$108,970.","$5,884.","$114,854.",Good
Berny Bastide,Male,Research and Development,Kaduna,0.054,"$56,710.","$3,062.","$59,772.",Good
Augusta Cheetham,Male,Research and Development,Abuja,0.054,"$105,470.","$5,695.","$111,165.",Good
Cecilio Sprankling,Male,Research and Development,Abuja,0.054,"$109,710.","$5,924.","$115,634.",Good
Latisha Jolly,Female,Research and Development,Lagos,0.054,"$58,400.","$3,154.","$61,554.",Good
Debera Gow,Female,Research and Development,Lagos,0.054,"$39,700.","$2,144.","$41,844.",Good
Jessika Jaycocks,Female,Research and Development,Lagos,0.054,"$67,980.","$3,671.","$71,651.",Good
Myer McCory,Male,Research and Development,Kaduna,0.054,"$69,710.","$3,764.","$73,474.",Good
Maritsa Marusic,Male,Research and Development,Kaduna,0.054,"$52,750.","$2,848.","$55,598.",Good
Rhiamon Mollison,Female,Research and Development,Lagos,0.054,"$59,430.","$3,209.","$62,639.",Good
Matias Cormack,Male,Research and Development,Kaduna,0.054,"$85,460.","$4,615.","$90,075.",Good
Ernestus O'Hengerty,Female,Research and Development,Abuja,0.054,"$31,020.","$1,675.","$32,695.",Good
Stephan Bussel,Male,Research and Development,Kaduna,0.054,"$48,290.","$2,608.","$50,898.",Good
Jannel Labb,Female,Research and Development,Kaduna,0.054,"$47,910.","$2,587.","$50,497.",Good
Cyril Medford,Female,Research and Development,Abuja,0.054,"$85,720.","$4,629.","$90,349.",Good
Ferrell Skepper,Female,Research and Development,Kaduna,0.054,"$30,250.","$1,634.","$31,884.",Good
Rhiamon Mollison,Female,Research and Development,Abuja,0.054,"$59,430.","$3,209.","$62,639.",Good
Abramo Labbez,Female,Research and Development,Lagos,0.054,"$77,000.","$4,158.","$81,158.",Good
Genevra Friday,Female,Research and Development,Lagos,0.054,"$50,450.","$2,724.","$53,174.",Good
Inger Chapelhow,Female,Research and Development,Lagos,0.054,"$84,310.","$4,553.","$88,863.",Good
Murry Dryburgh,Male,Research and Development,Abuja,0.054,"$69,070.","$3,730.","$72,800.",Good
Jolynn Lumbley,Male,Research and Development,Abuja,0.054,"$70,020.","$3,781.","$73,801.",Good
Maritsa Marusic,Male,Research and Development,Abuja,0.054,"$52,750.","$2,848.","$55,598.",Good
Shari McNee,Male,Research and Development,Lagos,0.054,"$75,880.","$4,098.","$79,978.",Good
Naoma Cruse,Male,Research and Development,Kaduna,0.054,"$71,540.","$3,863.","$75,403.",Good
Oates Dinan,Female,Research and Development,Lagos,0.054,"$104,680.","$5,653.","$110,333.",Good
Bili Sizey,Male,Research and Development,Abuja,0.054,"$36,040.","$1,946.","$37,986.",Good
Leena Bruckshaw,Male,Research and Development,Lagos,0.054,"$74,280.","$4,011.","$78,291.",Good
Dayle O'Luney,Female,Research and Development,Lagos,0.054,"$46,750.","$2,524.","$49,274.",Good
Murry Dryburgh,Male,Research and Development,Kaduna,0.054,"$69,070.","$3,730.","$72,800.",Good
Laura Gomar,Female,Research and Development,Lagos,0.054,"$36,860.","$1,990.","$38,850.",Good
Larry Pioch,Male,Research and Development,Abuja,0.054,"$49,670.","$2,682.","$52,352.",Good
Issy McLevie,Male,Research and Development,Kaduna,0.054,"$84,940.","$4,587.","$89,527.",Good
Addia Penwright,Male,Research and Development,Abuja,0.054,"$28,130.","$1,519.","$29,649.",Good
Romona Dimmne,Female,Research and Development,Kaduna,0.054,"$48,250.","$2,606.","$50,856.",Good
Shelbi Aldin,Female,Research and Development,Abuja,0.054,"$40,910.","$2,209.","$43,119.",Good
Bert Yaakov,Male,Research and Development,Kaduna,0.054,"$72,040.","$3,890.","$75,930.",Good
Ruby Cracie,Male,Research and Development,Kaduna,0.054,"$78,710.","$4,250.","$82,960.",Good
Kerwin Blakely,Male,Research and Development,Lagos,0.054,"$68,480.","$3,698.","$72,178.",Good
Axel Grigaut,Male,Sales,Abuja,0.012,"$110,780.","$1,329.","$112,109.",Poor
Taddeo Jovis,Female,Sales,Abuja,0.012,"$98,740.","$1,185.","$99,925.",Poor
Kaye Crocroft,Male,Sales,Lagos,0.012,"$52,610.",$631.,"$53,241.",Poor
Durand Backhouse,Female,Sales,Kaduna,0.012,"$83,400.","$1,001.","$84,401.",Poor
Corina Triner,Male,Sales,Kaduna,0.012,"$66,100.",$793.,"$66,893.",Poor
Hoyt D'Alesco,Male,Sales,Abuja,0.012,"$53,540.",$642.,"$54,182.",Poor
Caritta Searl,Male,Sales,Kaduna,0.012,"$54,010.",$648.,"$54,658.",Poor
Cristal Demangeot,Female,Sales,Kaduna,0.012,"$72,350.",$868.,"$73,218.",Poor
Louise Lamming,Female,Sales,Abuja,0.012,"$41,930.",$503.,"$42,433.",Poor
Twila Roantree,Female,Sales,Lagos,0.012,"$96,620.","$1,159.","$97,779.",Poor
Silva Monte,Male,Sales,Abuja,0.012,"$52,810.",$634.,"$53,444.",Poor
Nonah Bissell,Male,Engineering,Kaduna,0.011,"$82,240.",$905.,"$83,145.",Poor
Billie Croucher,Female,Engineering,Kaduna,0.011,"$75,230.",$828.,"$76,058.",Poor
Barney Bonafant,Female,Engineering,Abuja,0.011,"$48,060.",$529.,"$48,589.",Poor
Halimeda Kuscha,Female,Engineering,Abuja,0.011,"$112,570.","$1,238.","$113,808.",Poor
Gare Mattiussi,Male,Engineering,Abuja,0.011,"$32,500.",$358.,"$32,858.",Poor
Angeline Christophersen,Female,Engineering,Abuja,0.011,"$86,940.",$956.,"$87,896.",Poor
Meara Darrington,Male,Engineering,Abuja,0.011,"$76,190.",$838.,"$77,028.",Poor
Collen Dunbleton,Male,Engineering,Abuja,0.011,"$118,980.","$1,309.","$120,289.",Poor
Dell Molloy,Male,Engineering,Abuja,0.011,"$47,360.",$521.,"$47,881.",Poor
Abigael Basire,Male,Engineering,Lagos,0.011,"$61,620.",$678.,"$62,298.",Poor
Jeane Blaszczak,Female,Engineering,Lagos,0.011,"$44,300.",$487.,"$44,787.",Poor
Oran Buxcy,Female,Engineering,Lagos,0.011,"$56,870.",$626.,"$57,496.",Poor
Adrianne Gave,Male,Engineering,Lagos,0.011,"$78,440.",$863.,"$79,303.",Poor
Claudetta Petherick,Female,Legal,Abuja,0.019,"$54,520.","$1,036.","$55,556.",Poor
Quintina Kilgannon,Female,Legal,Kaduna,0.019,"$86,490.","$1,643.","$88,133.",Poor
Shana Bewly,Female,Legal,Abuja,0.019,"$105,960.","$2,013.","$107,973.",Poor
Morten Dumphy,Male,Legal,Kaduna,0.019,"$111,480.","$2,118.","$113,598.",Poor
Jessi Calterone,Male,Legal,Lagos,0.019,"$38,520.",$732.,"$39,252.",Poor
Vere Kulic,Male,Legal,Abuja,0.019,"$66,570.","$1,265.","$67,835.",Poor
Dino Wooderson,Male,Legal,Abuja,0.019,"$52,120.",$990.,"$53,110.",Poor
Mora Innett,Female,Legal,Lagos,0.019,"$105,610.","$2,007.","$107,617.",Poor
Westbrook Brandino,Male,Legal,Lagos,0.019,"$113,620.","$2,159.","$115,779.",Poor
Ignacius Losel,Male,Legal,Kaduna,0.019,"$28,480.",$541.,"$29,021.",Poor
Alvie Keming,Female,Legal,Kaduna,0.019,"$37,840.",$719.,"$38,559.",Poor
Alikee Jecock,Female,Legal,Kaduna,0.019,"$85,000.","$1,615.","$86,615.",Poor
Trey Jurges,Female,Legal,Kaduna,0.019,"$72,360.","$1,375.","$73,735.",Poor
Gardy Grigorey,Female,Support,Kaduna,0.01,"$107,090.","$1,071.","$108,161.",Poor
Marlie Charsley,Male,Support,Abuja,0.01,"$108,450.","$1,084.","$109,534.",Poor
Michaeline Capehorn,Female,Support,Lagos,0.01,"$95,340.",$953.,"$96,293.",Poor
Charline Husset,Male,Support,Abuja,0.01,"$94,530.",$945.,"$95,475.",Poor
Gisela Wille,Male,Support,Lagos,0.01,"$58,850.",$588.,"$59,438.",Poor
Caresa Christer,Male,Support,Lagos,0.01,"$59,260.",$593.,"$59,853.",Poor
Dov Thoresby,Male,Support,Abuja,0.01,"$115,490.","$1,155.","$116,645.",Poor
Gilda Richen,Female,Support,Abuja,0.01,"$71,920.",$719.,"$72,639.",Poor
Kelly Corkitt,Female,Human Resources,Lagos,0.013,"$85,260.","$1,108.","$86,368.",Poor
Kakalina Stanaway,Male,Human Resources,Kaduna,0.013,"$97,020.","$1,261.","$98,281.",Poor
Erin Androsik,Male,Human Resources,Kaduna,0.013,"$48,530.",$631.,"$49,161.",Poor
Cecilla Joselevitch,Female,Human Resources,Abuja,0.013,"$77,840.","$1,012.","$78,852.",Poor
Baxter Brocks,Female,Human Resources,Abuja,0.013,"$39,680.",$516.,"$40,196.",Poor
Brose MacCorkell,Female,Human Resources,Lagos,0.013,"$35,940.",$467.,"$36,407.",Poor
Lea Chaplin,Female,Human Resources,Kaduna,0.013,"$73,490.",$955.,"$74,445.",Poor
Alida Welman,Male,Human Resources,Lagos,0.013,"$69,860.",$908.,"$70,768.",Poor
Mendel Gentsch,Male,Human Resources,Lagos,0.013,"$28,330.",$368.,"$28,698.",Poor
Cordelia Djuricic,Female,Human Resources,Abuja,0.013,"$65,350.",$850.,"$66,200.",Poor
Kelci Walkden,Male,Human Resources,Kaduna,0.013,"$57,090.",$742.,"$57,832.",Poor
Jarad Barbrook,Female,Human Resources,Abuja,0.013,"$31,200.",$406.,"$31,606.",Poor
Krysta Elacoate,Male,Human Resources,Abuja,0.013,"$106,930.","$1,390.","$108,320.",Poor
Irvine Blenkin,Male,Human Resources,Abuja,0.013,"$79,590.","$1,035.","$80,625.",Poor
Layton Kierans,Male,Human Resources,Kaduna,0.013,"$113,790.","$1,479.","$115,269.",Poor
Katya Hundy,Male,Business Development,Kaduna,0.018,"$88,510.","$1,593.","$90,103.",Poor
Codi Beck,Female,Business Development,Lagos,0.018,"$40,560.",$730.,"$41,290.",Poor
Norrie Grahl,Male,Business Development,Abuja,0.018,"$42,950.",$773.,"$43,723.",Poor
Adolph McNalley,Male,Business Development,Abuja,0.018,"$85,920.","$1,547.","$87,467.",Poor
Lorain Tew,Female,Business Development,Lagos,0.018,"$71,590.","$1,289.","$72,879.",Poor
Lissy McCoy,Female,Business Development,Abuja,0.018,"$86,230.","$1,552.","$87,782.",Poor
Amii Elms,Female,Business Development,Kaduna,0.018,"$53,920.",$971.,"$54,891.",Poor
Sharl Bendson,Female,Business Development,Abuja,0.018,"$33,630.",$605.,"$34,235.",Poor
Rogers Rosenthaler,Female,Business Development,Lagos,0.018,"$91,190.","$1,641.","$92,831.",Poor
Van Tuxwell,Female,Business Development,Abuja,0.018,"$80,700.","$1,453.","$82,153.",Poor
Sarajane Scourge,Female,Business Development,Abuja,0.018,"$58,830.","$1,059.","$59,889.",Poor
Trix Lutsch,Male,Business Development,Abuja,0.018,"$106,400.","$1,915.","$108,315.",Poor
Christoph Stretton,Female,Business Development,Abuja,0.018,"$90,240.","$1,624.","$91,864.",Poor
Wendel Malletratt,Male,Business Development,Kaduna,0.018,"$67,660.","$1,218.","$68,878.",Poor
Gwenore Scotchmer,Female,Business Development,Kaduna,0.018,"$105,290.","$1,895.","$107,185.",Poor
Bari Toffano,Male,Product Management,Kaduna,0.01,"$106,780.","$1,068.","$107,848.",Poor
Corny Linturn,Female,Product Management,Kaduna,0.01,"$47,960.",$480.,"$48,440.",Poor
Melva Jickells,Female,Product Management,Lagos,0.01,"$68,800.",$688.,"$69,488.",Poor
Bogey Hitcham,Male,Product Management,Lagos,0.01,"$106,170.","$1,062.","$107,232.",Poor
Adolph Hartin,Male,Product Management,Lagos,0.01,"$89,960.",$900.,"$90,860.",Poor
Addi Studdeard,Female,Product Management,Abuja,0.01,"$72,500.",$725.,"$73,225.",Poor
Mabel Orrow,Male,Product Management,Abuja,0.01,"$31,240.",$312.,"$31,552.",Poor
Lezlie Balmann,Male,Product Management,Kaduna,0.01,"$112,460.","$1,125.","$113,585.",Poor
Ansley Gounel,Female,Product Management,Abuja,0.01,"$38,440.",$384.,"$38,824.",Poor
Althea Bronger,Male,Product Management,Kaduna,0.01,"$104,340.","$1,043.","$105,383.",Poor
Denni Wiggans,Male,Product Management,Lagos,0.01,"$81,220.",$812.,"$82,032.",Poor
Tarrah Wordsworth,Female,Product Management,Abuja,0.01,"$86,340.",$863.,"$87,203.",Poor
Addi Studdeard,Female,Product Management,Lagos,0.01,"$72,500.",$725.,"$73,225.",Poor
Sharity Brands,Male,Product Management,Abuja,0.01,"$104,080.","$1,041.","$105,121.",Poor
Eilis Pavlasek,Male,Product Management,Kaduna,0.01,"$115,190.","$1,152.","$116,342.",Poor
Ancell Moretto,Female,Product Management,Abuja,0.01,"$96,920.",$969.,"$97,889.",Poor
Sammy Gantlett,Female,Product Management,Lagos,0.01,"$74,800.",$748.,"$75,548.",Poor
Sibyl Dunkirk,Female,Product Management,Kaduna,0.01,"$86,570.",$866.,"$87,436.",Poor
Lindy Guillet,Male,Training,Abuja,0.019,"$112,780.","$2,143.","$114,923.",Poor
Georg Dinnage,Male,Training,Kaduna,0.019,"$88,330.","$1,678.","$90,008.",Poor
Diarmid Alman,Female,Training,Abuja,0.019,"$98,200.","$1,866.","$100,066.",Poor
Thekla Lynnett,Male,Training,Lagos,0.019,"$53,950.","$1,025.","$54,975.",Poor
Virge Garfield,Male,Training,Abuja,0.019,"$110,890.","$2,107.","$112,997.",Poor
Dael Bugge,Male,Training,Lagos,0.019,"$62,690.","$1,191.","$63,881.",Poor
Mick Titman,Male,Training,Lagos,0.019,"$105,330.","$2,001.","$107,331.",Poor
Miguel Woolner,Male,Training,Kaduna,0.019,"$51,740.",$983.,"$52,723.",Poor
Krystal Lambswood,Female,Training,Kaduna,0.019,"$41,600.",$790.,"$42,390.",Poor
Jacklyn Andrioletti,Female,Training,Abuja,0.019,"$86,990.","$1,653.","$88,643.",Poor
Rey Chartman,Female,Training,Kaduna,0.019,"$93,960.","$1,785.","$95,745.",Poor
Freddy Linford,Female,Training,Kaduna,0.019,"$93,130.","$1,769.","$94,899.",Poor
Shellysheldon Mahady,Male,Training,Lagos,0.019,"$114,690.","$2,179.","$116,869.",Poor
Christopher Kezourec,Male,Training,Kaduna,0.019,"$55,310.","$1,051.","$56,361.",Poor
Michaella Perri,Male,Training,Lagos,0.019,"$75,320.","$1,431.","$76,751.",Poor
Mackenzie Hannis,Female,Training,Abuja,0.019,"$57,000.","$1,083.","$58,083.",Poor
Murry Dryburgh,Male,Research and Development,Kaduna,0.02,"$69,070.","$1,381.","$70,451.",Poor
Laura Gomar,Female,Research and Development,Lagos,0.02,"$36,860.",$737.,"$37,597.",Poor
Larry Pioch,Male,Research and Development,Abuja,0.02,"$49,670.",$993.,"$50,663.",Poor
Issy McLevie,Male,Research and Development,Kaduna,0.02,"$84,940.","$1,699.","$86,639.",Poor
Addia Penwright,Male,Research and Development,Abuja,0.02,"$28,130.",$563.,"$28,693.",Poor
Romona Dimmne,Female,Research and Development,Kaduna,0.02,"$48,250.",$965.,"$49,215.",Poor
Shelbi Aldin,Female,Research and Development,Abuja,0.02,"$40,910.",$818.,"$41,728.",Poor
Bert Yaakov,Male,Research and Development,Kaduna,0.02,"$72,040.","$1,441.","$73,481.",Poor
Ruby Cracie,Male,Research and Development,Kaduna,0.02,"$78,710.","$1,574.","$80,284.",Poor
Kerwin Blakely,Male,Research and Development,Lagos,0.02,"$68,480.","$1,370.","$69,850.",Poor
Jeane Bermingham,Male,Research and Development,Kaduna,0.02,"$116,980.","$2,340.","$119,320.",Poor
Stormy Church,Male,Research and Development,Lagos,0.02,"$29,880.",$598.,"$30,478.",Poor
Amaleta Baltzar,Male,Research and Development,Lagos,0.02,"$70,080.","$1,402.","$71,482.",Poor
Calvin O'Carroll,Female,Research and Development,Kaduna,0.02,"$44,450.",$889.,"$45,339.",Poor
Shea Mix,Male,Research and Development,Lagos,0.02,"$82,680.","$1,654.","$84,334.",Poor
Benni Simounet,Male,Research and Development,Lagos,0.02,"$115,790.","$2,316.","$118,106.",Poor
Eberto William,Female,Research and Development,Abuja,0.02,"$57,750.","$1,155.","$58,905.",Poor
Larry Pioch,Male,Research and Development,Abuja,0.02,"$49,670.",$993.,"$50,663.",Poor
Fedora Graffin,Male,Research and Development,Lagos,0.02,"$92,500.","$1,850.","$94,350.",Poor
Vassili Flay,Male,Research and Development,Abuja,0.02,"$108,970.","$2,179.","$111,149.",Poor
Aloisia Minto,Male,Research and Development,Abuja,0.02,"$41,420.",$828.,"$42,248.",Poor
Ede Mignot,Female,Research and Development,Kaduna,0.02,"$98,640.","$1,973.","$100,613.",Poor
Mick Tanguy,Female,Research and Development,Lagos,0.02,"$97,400.","$1,948.","$99,348.",Poor
Berny Bastide,Male,Research and Development,Kaduna,0.02,"$56,710.","$1,134.","$57,844.",Poor
Augusta Cheetham,Male,Research and Development,Abuja,0.02,"$105,470.","$2,109.","$107,579.",Poor
Janina Wolverson,Female,Research and Development,Kaduna,0.02,"$99,680.","$1,994.","$101,674.",Poor
Cecilio Sprankling,Male,Research and Development,Abuja,0.02,"$109,710.","$2,194.","$111,904.",Poor
Latisha Jolly,Female,Research and Development,Lagos,0.02,"$58,400.","$1,168.","$59,568.",Poor
Debera Gow,Female,Research and Development,Lagos,0.02,"$39,700.",$794.,"$40,494.",Poor
Jessika Jaycocks,Female,Research and Development,Lagos,0.02,"$67,980.","$1,360.","$69,340.",Poor
Myer McCory,Male,Research and Development,Kaduna,0.02,"$69,710.","$1,394.","$71,104.",Poor
Maritsa Marusic,Male,Research and Development,Kaduna,0.02,"$52,750.","$1,055.","$53,805.",Poor
Rhiamon Mollison,Female,Research and Development,Lagos,0.02,"$59,430.","$1,189.","$60,619.",Poor
Matias Cormack,Male,Research and Development,Kaduna,0.02,"$85,460.","$1,709.","$87,169.",Poor
Merrilee Plenty,Female,Research and Development,Abuja,0.02,"$87,620.","$1,752.","$89,372.",Poor
Ernestus O'Hengerty,Female,Research and Development,Abuja,0.02,"$31,020.",$620.,"$31,640.",Poor
Stephan Bussel,Male,Research and Development,Kaduna,0.02,"$48,290.",$966.,"$49,256.",Poor
Jannel Labb,Female,Research and Development,Kaduna,0.02,"$47,910.",$958.,"$48,868.",Poor
Edgard Irving,Male,Research and Development,Kaduna,0.02,"$87,290.","$1,746.","$89,036.",Poor
Cyril Medford,Female,Research and Development,Abuja,0.02,"$85,720.","$1,714.","$87,434.",Poor
Ferrell Skepper,Female,Research and Development,Kaduna,0.02,"$30,250.",$605.,"$30,855.",Poor
Kit Battlestone,Female,Research and Development,Abuja,0.02,"$115,980.","$2,320.","$118,300.",Poor
Rhiamon Mollison,Female,Research and Development,Abuja,0.02,"$59,430.","$1,189.","$60,619.",Poor
Dayle O'Luney,Female,Research and Development,Abuja,0.02,"$46,750.",$935.,"$47,685.",Poor
Abramo Labbez,Female,Research and Development,Lagos,0.02,"$77,000.","$1,540.","$78,540.",Poor
Genevra Friday,Female,Research and Development,Lagos,0.02,"$50,450.","$1,009.","$51,459.",Poor
Inger Chapelhow,Female,Research and Development,Lagos,0.02,"$84,310.","$1,686.","$85,996.",Poor
Murry Dryburgh,Male,Research and Development,Abuja,0.02,"$69,070.","$1,381.","$70,451.",Poor
Jolynn Lumbley,Male,Research and Development,Abuja,0.02,"$70,020.","$1,400.","$71,420.",Poor
Maritsa Marusic,Male,Research and Development,Abuja,0.02,"$52,750.","$1,055.","$53,805.",Poor
Giffer Berlin,Female,Research and Development,Kaduna,0.02,"$92,340.","$1,847.","$94,187.",Poor
Rose Shurrocks,Female,Research and Development,Kaduna,0.02,"$32,140.",$643.,"$32,783.",Poor
